th_10,th_20,th_30,th_40,th_50,buffer,cdn_count,bit_rate,qoe_label
597.4454436262615,712.0817262059003,636.7789072758075,627.5116157277791,640.2543700950417,1.9901057427549464,50,2,1.543193754644387
585.0105219257331,564.8705796271626,618.8990229494619,624.4238669713815,673.4159068249866,0.8259595609040615,50,0,0.17255453226115627
607.9779816853877,564.8027874111386,602.6290624475366,659.3684750021337,653.9466739243505,1.528955253061339,50,1,0.825043493029215
571.3237147147539,572.3115134474538,609.7975946546837,634.7883154595039,620.1726139583241,1.2199892353447794,50,3,-11.576004481532065
571.4280940823649,591.8261397665615,588.9039556799014,593.0251159117498,627.780680470147,2.000000000000001,51,1,0.5447287034814174
654.419758622699,568.3205578094563,575.6953462814147,643.1277198570426,631.0624733210088,1.7083902619743965,50,3,-8.429512189285337
631.5576796251371,628.7600978362203,630.0360345417566,621.4515917426437,609.8689727904059,1.6800000000000008,51,0,-1.1296119883039193
611.774914955291,624.1480113643576,624.1480113643576,593.8763358901813,594.8801283954322,2.7807703403035617,50,2,1.2397371163286872
573.7297515949767,581.1822236128694,589.2213026268494,596.1858828703407,589.336217905609,0.7606027365679936,50,0,-0.12729252639678784
601.3202114934863,592.5826316280362,586.7575783844029,586.7575783844029,477.6064124095552,1.2892179378140451,50,2,-1.132502182805566
601.7589525189902,618.6615561929091,639.1419392946725,597.4814352656069,529.0741729065123,1.4800000000000006,50,2,-7.818742594497427
567.5491327623258,625.0455374328352,606.1387580643102,573.2285262702255,562.0181274565698,1.4875369223663273,51,3,-9.991944385759242
646.9645611140793,603.5311607848869,629.8826352260573,568.2792392413498,571.0120562714945,2.000000000000001,51,0,-0.11721867169495293
556.6664435516421,587.1443610073704,607.4629726445227,607.4629726445227,560.8357252750368,2.728432320292423,50,2,1.2270142395912125
585.408733461054,578.8857657063083,669.1072750041285,614.1675670774397,613.571105063156,0.09172760325388912,50,1,-10.480588314471996
541.7182637116905,530.5585061396794,550.8503060887705,541.7925855610508,548.8888292472581,2.000000000000001,51,3,-11.314685098712504
621.5421611209883,579.6609078909005,589.6315116907651,622.1177902869294,599.3901083937872,1.800000000000001,51,0,-1.129146064971383
614.0897058710326,620.82007448447,627.5504430979073,531.0646786556894,525.6587036625599,2.6295287895216934,50,2,0.9943051433556243
602.223705905691,614.9854389177244,579.7867056800062,581.0933712512588,687.6455375640448,0.8745744628436081,50,3,-11.402306770244664
564.7807816957285,583.4316183494293,645.3181565645518,604.657996151547,555.454372049008,2.000000000000001,51,0,-0.6561068813143812
631.7489084091303,632.4882697453286,633.2276310815267,553.3027085798719,509.4044455009879,2.3362068529379747,50,2,0.6741906840243661
568.9327775580957,602.7098353838334,618.7332844292305,610.9330427704399,592.3558718144719,0.1651863414851797,50,3,-13.320304829512457
620.3000608123922,603.3164504728371,642.0571501055887,630.7249169736094,604.2963107484836,2.000000000000001,51,0,-6.504513007320111
594.3278567514702,603.3067560560437,594.1480831576882,588.0423012254513,597.769198528971,2.49990988696681,51,3,-6.51202780746828
683.8078560034994,561.6432702155088,615.1305011953929,633.0651593242798,626.062740927869,1.2000000000000004,51,0,-1.213400142442017
658.181109113559,578.9148591707938,526.0706925422834,550.6104321199327,616.9869440351388,2.6730254155052737,50,0,0.005559034657947007
618.6671366856609,620.6974973889144,638.9707437181949,638.9707437181949,640.8917802577313,3.456707458661999,50,2,1.4291722068073185
617.3352588929155,568.7826930465314,601.3001144888038,495.97417285850736,552.4491332856404,2.249600093768754,50,1,0.7604743290272528
569.9014346810928,598.8162173834278,586.8435803864242,550.5032731763224,568.7889567614179,1.5519270784651924,50,3,-9.45310741726259
606.5381342461993,653.289750103713,607.0139936436794,610.2822718149926,589.3619382834565,2.000000000000001,51,1,-0.3841488527518335
539.4386103274207,557.1051876130848,602.5053390155019,652.2004876525108,627.9288356647069,2.1534272744155696,50,2,1.4357660975250297
623.7012356408134,654.2129744820028,660.1143767946357,661.7231908200409,569.3965916787421,1.0256692075649765,50,3,-11.367221532520178
596.9911778446611,596.1219917480782,601.3395050140347,546.4234954157613,619.6667167575285,2.000000000000001,51,2,1.1206980866791396
635.8633172996845,633.4404028204294,598.5073743494444,633.8455994052813,559.6810441595525,0.5870725146859672,50,1,-1.81696551518094
656.6936690243126,672.767645777856,601.062261216486,601.0622612164861,609.4933024102036,2.000000000000001,50,2,-0.7527067461428781
548.9497615169968,546.8260310076618,570.2217493545202,603.7630375803603,619.1877232660444,1.906091232950194,50,2,-6.7654711444726745
551.5861058484256,610.6006123092266,619.1067265082633,599.201913016028,637.2392536651,0.7200000000000001,51,1,-3.4274760244705504
605.1640910689031,634.4154730789039,606.4984406022489,581.8368921356214,588.4468163027932,0.7491022783275373,50,3,-12.023045389396202
627.9563566320187,538.9869205661631,632.5794102476577,524.301479613318,566.6217925784924,2.000000000000001,51,3,-10.588762282450531
555.3200549146951,595.4105202659127,643.9610990943863,605.0847444647045,571.9297779118849,1.800000000000001,51,2,-8.663243331970591
573.2405304469454,620.8193119818042,616.0110620496323,607.2677257213611,605.5605195202406,1.0772788066370853,51,2,-4.591298492224413
543.1176277073334,661.194059053302,630.6835677557067,658.945330191997,592.4760357725906,2.000000000000001,50,1,-7.568405010840519
600.4333547546287,548.0059707264924,577.3897629715734,581.2233451052075,645.9957218255961,0.7816138751641993,51,1,0.32658657753796805
603.7324223551834,607.8112444595307,640.6089495328208,689.8055071427559,662.6893225759607,0.7756729559900594,50,3,-10.798145363046295
643.3566679131043,599.8647849129835,622.0036995007229,651.1521300392782,659.9495417909426,2.000000000000001,51,0,-0.6034640013099367
579.7391934575733,572.7513371870166,569.8809435162509,567.0105498454853,565.4838725892953,2.387263526577285,50,3,-6.813527917213532
