th_10,th_20,th_30,th_40,th_50,buffer,cdn_count,bit_rate,qoe_label
669.7939761487439,614.7688613605166,622.4145139808741,640.2543700950417,640.2543700950417,2.873756890928987,50,0,0.1484753309000283
584.8990399275275,587.1417438389027,594.3543336900539,597.4454436262615,622.9201730884035,3.365126959469585,60,1,0.8792507804661714
576.9545450063049,596.4589190172544,621.6614449604217,624.4238669713815,631.3754212937878,2.8178546330079266,51,3,1.0555056578348379
529.6071638285641,577.6092652500932,590.9557741777987,622.5143506162334,638.5267943113422,0.5599999999999999,50,0,-2.7450933011177043
585.9615585347822,584.4734841139389,599.7865292827038,619.4512082993725,627.8592783963852,2.1595844547050365,50,3,-8.421602655168815
584.8382450193524,600.6077581144222,624.6423352542506,550.758874365597,582.3159647252172,1.5200000000000007,51,1,-1.6667912042245925
623.4488828512496,616.2319334603917,618.0237538678264,626.4145552965073,577.9109031348237,2.358592678079598,50,1,0.11767768186989101
632.2026017350547,642.550554887124,600.6896503931031,634.3741873248439,653.492379036529,1.9847129909151338,50,3,-10.48532587504836
552.1899305498857,547.7629653400452,586.5530890527918,623.2599473763402,630.787871240318,1.800000000000001,51,2,-7.076390422175699
601.7589525189902,626.4669394755135,650.4810498397712,573.9482733014582,579.397976159973,1.4125161220704143,51,2,-3.118807960788838
564.9332552615945,599.4873110025816,634.7952611906442,573.2285262702255,553.5340989083736,1.800000000000001,50,2,-7.104276565229309
632.149366975473,608.4922837414906,554.0306305104667,559.2367725346396,592.3479789261671,1.4147908861149172,51,3,-10.783458760592632
614.6292806059411,633.1956072577549,635.9376012652626,582.2282588610553,607.936576595259,2.000000000000001,51,3,-9.756105063581224
567.762972782493,592.9004881698376,540.3179396189903,535.4433442494919,587.8186712162561,1.6800000000000008,51,1,-2.2237013169787594
604.2140295601164,614.2692387139998,637.7313934063951,623.5178366155379,601.0417146502361,2.3653628658050985,50,0,-0.7222330857630301
504.0394888884608,598.9761207126027,639.6632486372349,632.4726972621853,571.403364354076,3.0076579023001244,50,2,0.6740714173587953
673.7383103227643,599.7538132381125,624.8582956525323,593.8658225701123,631.2128650516836,0.8640775655147696,50,0,-0.7043737639017398
612.3910524867916,606.0885608900792,575.4030631449941,562.2521355399575,594.4499984724788,1.3164730312090962,50,3,-9.75510649932117
649.4911334994592,614.3705920494614,593.9390700484234,558.1331806230804,600.8846856299676,1.960000000000001,51,3,-7.839203293691247
633.8164348952465,589.6869768097649,611.6935620897327,568.136943929587,571.2836463951486,0.7200000000000001,51,0,-8.107902966968538
542.6522653983011,584.7010848539724,592.7049739783552,604.7108076649289,600.9734811938727,2.070234557521059,51,3,-1.713735022338928
634.8317825568853,603.1123395927292,595.2180196602714,655.3531615957588,606.3240725017224,1.6400000000000008,50,3,-6.120751617669683
599.4440719245026,628.3031454000479,625.369959023868,574.1141122264808,595.053362000509,0.29697689064866456,51,2,-9.95814278559041
539.2817341994108,599.6899112752319,689.9239005739961,564.9293211912079,580.8822805016127,2.000000000000001,51,1,0.878508674204098
597.9705464173916,521.7181481325225,570.1926424090917,618.6671366856609,636.8310588512244,1.8788808509137083,50,2,1.5788870807933941
579.963556608857,608.5680697093973,617.3352588929155,568.7826930465314,591.3947752072587,0.8884311129553606,50,2,-3.159048304926119
583.6180001218806,596.9477016743023,615.0863394886536,542.2290291558396,600.9871204701869,2.000000000000001,50,1,-0.8480516699383682
632.7203362510999,502.0214013883877,595.1110830723662,599.4806295771681,598.4354495407395,1.8551703455439954,50,0,-0.5416546598458937
542.306144321576,542.306144321576,633.3939371875632,634.8055419428599,643.1627742824949,2.2007290264346793,50,2,0.8180844037048619
660.3442073696935,620.2040980704953,571.5448185240045,573.931491164147,555.750389292308,0.5931982910590781,50,1,-8.442548523042436
667.4336665094779,618.5118486751555,580.5037577269806,584.1771726002473,617.3762785773808,2.000000000000001,51,2,-0.04931238953160108
618.1656992694471,590.5446380008628,521.0991075291688,555.2325421071362,608.8683367124328,1.339493620068138,50,3,-9.947595531817864
635.6424645663126,628.3251767312953,596.5238179306631,526.4856771058332,579.6390130326542,2.000000000000001,51,0,-0.13420446120999074
601.062261216486,603.4493879158362,607.0300779648613,607.0300779648613,613.150090205221,2.7913248749620188,50,2,1.2271121676484456
642.9184885592343,578.5272601618984,552.5430106962357,558.5238901810909,610.5197612007846,0.413590240775086,50,0,-0.14435232555010674
697.1177043006737,587.9023353912992,541.0957487158529,550.1236465776836,567.6594869400044,1.0051203104195034,50,2,-2.3191570963363564
633.4096500297826,606.4984406022489,582.9032666461477,635.7489965441808,557.7229766240749,1.760000000000001,50,0,-6.666804875775234
624.0288903930997,624.0288903930997,645.167135050726,645.167135050726,645.167135050726,3.1532857134114654,51,3,-0.3279888898444264
535.0618920529081,656.6140854991445,536.1504101258893,619.6891837996882,684.7366815742612,0.9600000000000003,50,0,-2.672900636777949
581.8363902697499,619.7115199796311,644.9616064528855,636.7421232202735,610.1985087549131,2.4454360691656745,50,1,-0.002334685686623067
540.9419827071624,568.7101725167195,593.6026081781822,574.6353356968829,599.0068369413843,1.2867880968683143,50,0,-0.6670281227665922
585.5497367818928,651.8081342283168,651.8081342283168,641.3454207164093,628.724748304593,1.5416513686779598,50,1,-0.0035186136811212916
580.4736236943129,570.6148595118631,578.6497229126782,490.6032050136587,554.7034901463555,0.7555497190420501,50,3,-13.058200158682105
656.9477884092003,619.0863033107107,624.6629518565942,592.5530368840548,601.3581856037299,2.000000000000001,51,3,-17.334400120516403
619.1372376337713,631.0096465228784,612.681925240133,641.0015585281202,589.0477812050927,1.880000000000001,51,1,-8.8925901471805
571.6031797187104,567.0105498454853,548.9583263524507,580.4827415699494,664.57017411505,2.3752238131688252,51,0,-1.5304630179656566
623.857124378925,628.1650562884981,645.3967839267896,645.3967839267896,607.9673069432204,2.7852098093965396,50,1,-6.5415139401525195
607.4604306638366,642.6321063737118,738.6637353280141,523.5977582224007,632.295899771608,2.1882253569704844,51,3,-6.746966749105842
594.7337075929331,588.2367377909515,637.7113918431273,704.2625146595591,611.0174559315293,0.7600000000000001,51,3,-5.669807613994396
643.4658034597221,701.2912833012099,624.3845857605946,598.7112964183262,600.0276530231214,1.4987689194404565,50,1,-5.610928641964824
621.1102851345147,608.1531688125258,602.053117317961,615.4798940244293,624.8936610432663,0.9968838266959137,51,0,-0.3304967107060028
614.8409412112929,570.2110696572371,581.3732288360886,588.8146682886562,593.7484949713357,1.216509589998236,50,3,-10.537793834389289
553.669786577109,620.722595001143,634.8397881678408,576.0315368498902,585.048520068564,2.000000000000001,51,2,0.8900204144219882
641.2335301369549,627.4989390023977,531.1606012986699,599.6001601535243,632.4253734573431,0.9532034219636786,50,2,-8.919228855417787
551.1443033209036,519.0216823770827,600.0038612593719,724.7478139138826,638.4417457775452,2.000000000000001,51,3,-4.400339865570961
653.3405213081592,608.3897087793528,586.6736924287903,607.1596095650233,557.0030827976291,1.800000000000001,50,1,-7.447729494137603
611.3890970618324,610.5483869853294,610.5483869853294,619.3306821465602,608.6081531919081,2.711813835214934,51,0,-0.4307542102320201
609.7684515770724,563.9185164071795,533.3518929605842,540.0322181383895,571.2531071026826,3.064238456452631,50,1,0.26898130151438987
648.6022731955793,570.7775955753775,537.4241623095769,635.3799436373099,615.5679713294985,2.5629426821273635,50,2,0.9756977106596321
615.2706956424225,655.4465713653144,701.8510375102694,520.1205072768618,604.1910117814933,1.2482546115078637,50,0,-0.3941092084033835
641.8686246411469,641.8686246411469,641.8686246411469,649.5801191557799,645.1695667964285,1.9272073833156929,50,3,-8.840761822431963
640.635213402647,566.0026703618082,593.0450310078539,571.9085377203336,570.0755176373491,1.840000000000001,51,0,-1.636538714913371
742.7914899880715,545.5678783207424,545.5678783207424,593.8668041672405,635.6667191189473,2.97938410120373,50,3,1.9482681865361755
599.2838098550849,642.3772727034612,665.9866866393435,578.987774497293,599.3941349937074,0.16,50,1,-8.344712208747625
618.6621916581906,635.3258945844783,635.3258945844783,596.957392474781,587.3652669473568,2.1289652927576874,51,2,1.3308968045150964
627.4943800191012,654.2011196036399,612.9169145279685,604.3653942647137,587.7279222880472,0.6715877185590227,50,0,-0.052490203238057045
572.6849155863665,572.6849155863665,557.859985573047,551.5064441387673,567.0268668940259,1.1521505905635259,50,3,-14.049903465616026
590.6190341113395,607.4673078734775,667.1107467512825,666.5240040158136,607.5645624612283,2.000000000000001,51,2,-3.4887868304078506
646.0304059143962,659.6193183631059,569.53784789312,569.2098752024162,577.4295747937473,1.0000000000000002,50,3,-14.689522677453981
565.5883790016497,619.1714609889466,631.0122177633722,577.4398784102925,599.2832308068796,0.04467141221624988,51,3,-10.82434998365148
623.3368771292423,619.3281390005054,636.2838605449017,624.9441870945253,598.0635893590218,2.000000000000001,50,3,-11.460979737861903
603.4917401856003,610.7776115744408,553.8246591516809,587.2069508670309,615.1868718808196,0.8400000000000002,51,1,-7.229267672265977
586.1235065419859,551.934482292486,617.675102133385,562.0404465494461,575.2736390060356,1.6357578713078818,50,2,-9.038859674728291
600.8216629341772,612.5419587750023,591.548659693103,636.5469963715674,595.4875671982766,0.68,51,1,-5.75801512460381
567.2860483185058,573.6757187121814,629.2393637973684,711.5198863595361,487.23694303694504,2.0000099166764262,50,1,-8.146727163810295
617.0568069752118,681.8817271654963,614.7571776607473,573.4229780847604,539.1749348509968,0.7608780480573576,51,0,-5.095511704379681
626.8740492001832,636.381186615841,618.011270421325,599.6413542268093,622.750324453238,2.000000000000001,50,3,-15.48760207360287
621.1575690057875,590.5397056480988,565.8052956148739,601.5781228289713,629.7793991589127,0.9200000000000003,51,0,-5.895217009310168
593.2196505694537,617.460204381858,674.0214966108014,634.0852997460726,579.7801521765899,2.261029953047,50,1,-7.674305702352731
625.6977851510361,628.3238548842882,642.906375156386,604.2395288505714,572.1739630630428,0.5692356410533427,51,2,-8.155838401098936
554.8115395122236,627.798871028806,613.1798399715268,618.5291137367288,610.8171103801088,2.000000000000001,50,1,-9.44430059360849
586.4773220422422,568.9605360389442,552.7341357635139,592.2457083097428,639.6016381516173,2.063680497601235,51,0,-2.394178913498203
675.0901641166757,659.7167155507456,644.3432669848154,644.3432669848154,661.3226133517894,2.611713103495527,50,2,-6.967130688390744
