th_10,th_20,th_30,th_40,th_50,buffer,cdn_count,bit_rate,qoe_label
669.7939761487439,614.7688613605166,622.4145139808741,640.2543700950417,640.2543700950417,2.873756890928987,50,3,2.822860587198211
648.5248728465675,605.1504642243036,597.8401300227342,650.26880806544,632.6964532502591,0.09945372751225756,50,3,-12.219827775944266
611.0234887208002,551.9360519012314,588.2942111538616,591.0545540510687,631.7198242486863,2.000000000000001,51,2,0.28465254204478696
621.3256281922698,545.6194305987054,586.1426186451611,504.04292261388235,606.353202937602,0.4799999999999999,50,2,-9.596673104325724
576.7778077782034,537.7799579695563,539.3589969978151,594.7784612484018,600.6077581144222,2.01438529804175,51,0,-0.17072558811887947
621.9800198349983,623.4488828512496,618.9382894819634,614.4276961126773,615.6263820310603,2.6546776204946436,50,0,-0.20990376018110513
660.4909425274185,624.6101672468292,600.6896503931031,651.2164557907142,653.002758031112,2.8361933530883774,50,0,-0.1974413570907288
624.1480113643576,602.9578385324342,593.8763358901813,594.8801283954322,609.5719291011635,3.355533947442254,50,1,0.5240813725225767
639.60581256117,605.2056719413945,572.5139415717349,631.3184505265473,638.1432176341746,2.5848609801052893,50,0,-0.15609200318440236
601.3660168773378,601.3660168773378,577.1454649599757,560.9984303484009,565.702242394809,3.1378668424337683,50,0,-0.15895809560094484
586.7575783844029,586.7575783844029,517.6222827153688,471.53208560267956,490.58980553702105,3.7214047697715715,50,3,2.5289817207356204
574.1788928207379,630.4077821204917,595.6941389247805,633.9383504396029,644.2574260751178,0.16252309048607816,50,2,-11.007460344739762
601.8538675356378,637.3296246623665,619.6277228052517,564.9332552615945,617.2350121571953,2.000000000000001,51,2,1.1830847242019782
654.9800511794228,593.1859006881092,634.2983217308035,618.5159111227332,591.8744302360765,0.48821457510733135,50,0,-0.2025104517840105
571.9054022795063,607.4629726445227,607.4629726445227,597.0268717986207,519.0913218914286,1.3007966703410674,50,3,-10.413303373880748
610.852453315573,631.1489581826629,578.6039001205146,624.2944121310401,652.7651886000649,2.000000000000001,51,1,0.32013901650238147
684.539223229876,526.8528653388727,556.5836620845084,533.8116506327831,555.1921939835354,1.0618180135310127,50,1,0.30814154773951624
590.4498971628241,578.9327046676837,605.7071946923487,603.4996076810121,608.6233267705941,0.6274195252130085,50,2,-10.745584682851067
675.3824326019604,568.1041201317831,541.8274596024469,632.4726972621853,592.6893549926829,2.000000000000001,51,2,0.5059749617324206
610.8154295876136,571.0194206099819,618.8080984510061,651.6582128933712,594.7735234586908,0.32,50,3,-11.529023187312637
619.6009491681262,655.6899372418571,578.5876599130489,551.5957458146917,580.7092835377181,1.8948344937729742,51,1,-5.139432782432573
632.0446529436097,633.2276310815267,522.7252659179304,584.8352262386359,558.8237674409554,0.9999222520834367,51,0,0.16395454684562594
586.8036590618105,588.1257688342223,589.4478786066338,595.1316564943002,602.2036484183832,1.430865680046472,50,3,-9.744758304876065
674.4162965604318,623.6325144676948,596.5152913475274,567.3758580503976,600.4674395011996,2.000000000000001,51,2,0.1900214948776455
620.3297556184007,580.3598957719418,619.3025964381969,679.9814062179083,587.0335373867871,1.7164628187201676,50,0,0.13341633852198986
603.3564426833784,589.8517899820707,603.9505376721224,636.8476156155766,636.3436573509038,2.3529851250152864,50,2,1.4833720780024262
628.766320831355,631.5935275320533,614.0033066584494,575.238344821169,604.2120348988643,0.8616527725542781,50,2,-2.5989318128121006
653.4554223045675,653.3415277277919,567.6168267965861,606.7129935020769,649.5604568202045,2.000000000000001,50,1,-0.9018944708757569
638.9707437181949,650.4969629554132,618.5479841421766,550.6104321199327,607.8698244677817,2.148666353865602,50,1,0.17068110857058422
606.2618437003448,468.4022551480481,551.2267231286454,581.0255690207539,533.4434076910898,1.8209096054428957,50,0,-0.5147215136345582
612.9516643011564,617.3352588929155,617.3352588929155,568.7826930465314,561.6062807964765,2.5369324160164886,50,0,-0.5348941402173537
550.5032731763224,550.5032731763224,568.6438212640024,568.6438212640024,579.963556608857,3.1814160931028974,50,1,0.18604430851043333
586.8228775138084,621.6740255479413,620.0316042633814,523.7807588056709,601.1685051609195,2.4105377078533543,50,3,-6.47911882516113
633.5648069136325,588.1103627552309,635.7466117797245,673.5437017461493,576.173318290377,1.0400000000000003,51,1,-2.3051916177811504
661.7231908200409,592.5247029041315,523.3262149882222,600.475980645474,585.0087380240445,2.182326617625701,50,3,1.4158057050586734
520.4935023616883,610.5237042812153,651.1263938980371,610.9102304855206,591.2495688029056,0.36,50,3,-12.59134698788617
640.5773888115389,583.1954534050399,522.1335464714687,580.0355523778288,605.4747046802696,1.8853938067068323,51,3,-5.2494298975313844
